Resume_ID,Department,Job Description #,Cosine Similarity Score,Label
66226673.pdf,ARTS,5,0.5406181191610036,0
73030450.pdf,ARTS,3,0.239372167187491,0
73497035.pdf,ARTS,6,0.5694065269626324,0
78107631.pdf,ARTS,5,0.44714049654813454,0
79432080.pdf,ARTS,5,0.6742368416077759,1
83206166.pdf,ARTS,3,0.6043104664578479,1
83338413.pdf,ARTS,4,0.6546233870729866,1
93576192.pdf,ARTS,4,0.5228084548035212,0
94230796.pdf,ARTS,3,0.6364177794574407,1
99033098.pdf,ARTS,3,0.6475232326372717,1
99561379.pdf,ARTS,1,0.6482148380755463,1
11152490.pdf,AUTOMOBILE,4,0.6852638761355835,1
11257723.pdf,AUTOMOBILE,2,0.6290880136349737,1
11797122.pdf,AUTOMOBILE,6,0.6766986908361426,1
11887930.pdf,AUTOMOBILE,1,0.5270974172651152,0
14455622.pdf,AUTOMOBILE,6,0.6999744960331175,1
14508237.pdf,AUTOMOBILE,3,0.6429511621803525,1
15100547.pdf,AUTOMOBILE,2,0.6001596869430186,1
15210069.pdf,AUTOMOBILE,3,0.5869686090111256,0
15484011.pdf,AUTOMOBILE,3,0.6443608559341522,1
15790602.pdf,AUTOMOBILE,4,0.6799848127949355,1
16332293.pdf,AUTOMOBILE,3,0.38919476486309534,0
17510973.pdf,AUTOMOBILE,3,0.6243468489041382,1
17571262.pdf,AUTOMOBILE,4,0.5824213469906836,0
18448085.pdf,AUTOMOBILE,3,0.4371081683402123,0
18932512.pdf,AUTOMOBILE,3,0.5904801042023401,0
22452756.pdf,AUTOMOBILE,3,0.3443642799422726,0
22732234.pdf,AUTOMOBILE,2,0.6510013060088012,1
22946204.pdf,AUTOMOBILE,4,0.4205747481864325,0
23009962.pdf,AUTOMOBILE,4,0.5105132087571912,0
23522150.pdf,AUTOMOBILE,1,0.6521681242241023,1
24592627.pdf,AUTOMOBILE,2,0.3759732161773829,0
24703983.pdf,AUTOMOBILE,6,0.38353421016514744,0
25047127.pdf,AUTOMOBILE,3,0.5988779531197429,0
26341645.pdf,AUTOMOBILE,3,0.7068861180561977,1
28790806.pdf,AUTOMOBILE,5,0.5095912169004224,0
32069695.pdf,AUTOMOBILE,3,0.6782927684922033,1
32109048.pdf,AUTOMOBILE,2,0.6307329455201773,1
47487091.pdf,AUTOMOBILE,2,0.6903209414400816,1
51508889.pdf,AUTOMOBILE,4,0.5701211133942131,0
63989974.pdf,AUTOMOBILE,5,0.5831970580414234,0
78357954.pdf,AUTOMOBILE,3,0.7216641883303555,1
82140102.pdf,AUTOMOBILE,2,0.8061439130413387,1
84295343.pdf,AUTOMOBILE,1,0.4704255475602901,0
91515108.pdf,AUTOMOBILE,3,0.6778461256157362,1
97449528.pdf,AUTOMOBILE,3,0.7175866698784572,1
99680385.pdf,AUTOMOBILE,4,0.4227366280788418,0
10176815.pdf,AVIATION,6,0.6085799341800509,1
10189110.pdf,AVIATION,3,0.5463178093659254,0
10395944.pdf,AVIATION,2,0.4558405654725869,0
10567764.pdf,AVIATION,6,0.4966126452346758,0
10945968.pdf,AVIATION,5,0.4535022465662586,0
11137306.pdf,AVIATION,6,0.6801797592662667,1
11169163.pdf,AVIATION,1,0.6654157954651588,1
11333001.pdf,AVIATION,3,0.6488681043644544,1
11614114.pdf,AVIATION,1,0.6383859284876126,1
11752500.pdf,AVIATION,6,0.6727335867182277,1
11804712.pdf,AVIATION,6,0.6316722590450629,1
11959428.pdf,AVIATION,6,0.41356748928467246,0
12043694.pdf,AVIATION,5,0.7067176515191484,1
12144825.pdf,AVIATION,4,0.6854081875479213,1
12192507.pdf,AVIATION,3,0.26541314902028246,0
12239749.pdf,AVIATION,2,0.577614313201655,0
12504278.pdf,AVIATION,3,0.5470473316353118,0
12904972.pdf,AVIATION,6,0.5834972371334637,0
13195436.pdf,AVIATION,6,0.5177245690556882,0
13234267.pdf,AVIATION,2,0.45751940821274334,0
13405229.pdf,AVIATION,6,0.4710841571279967,0
14589288.pdf,AVIATION,6,0.42657775068266873,0
14790629.pdf,AVIATION,3,0.6405105375821676,1
14874322.pdf,AVIATION,3,0.5612980455730423,0
15618327.pdf,AVIATION,1,0.6186634830201747,1
15684810.pdf,AVIATION,5,0.5270198851955226,0
15823995.pdf,AVIATION,6,0.6263187738543982,1
16279537.pdf,AVIATION,3,0.5633724812211145,0
16449694.pdf,AVIATION,1,0.6942004999932376,1
16833515.pdf,AVIATION,3,0.6859546920252367,1
16850314.pdf,AVIATION,3,0.7123754633667012,1
17008356.pdf,AVIATION,3,0.5459810305911051,0
17152392.pdf,AVIATION,1,0.7156992935489962,1
17274759.pdf,AVIATION,1,0.5931078107121625,0
17483843.pdf,AVIATION,6,0.6415231343993694,1
17655479.pdf,AVIATION,3,0.6747317458595186,1
17686472.pdf,AVIATION,4,0.38692177728854066,0
17694572.pdf,AVIATION,3,0.3770702766382082,0
17876954.pdf,AVIATION,3,0.7476354549144217,1
17983430.pdf,AVIATION,3,0.5981104399315929,0
18268860.pdf,AVIATION,6,0.5518983275809141,0
19284293.pdf,AVIATION,2,0.4157172924220151,0
19506295.pdf,AVIATION,4,0.4963838869019162,0
19818707.pdf,AVIATION,3,0.5034151395568355,0
20026169.pdf,AVIATION,2,0.5755736440069648,0
21190805.pdf,AVIATION,2,0.494758490922896,0
21287405.pdf,AVIATION,3,0.7036433222799652,1
22168194.pdf,AVIATION,5,0.517030969104393,0
22232367.pdf,AVIATION,3,0.5224492408174586,0
22442947.pdf,AVIATION,3,0.47135541659501706,0
22650051.pdf,AVIATION,3,0.6131238499810083,1
22990761.pdf,AVIATION,2,0.4979833827656334,0
23464505.pdf,AVIATION,5,0.4245280422968217,0
23761385.pdf,AVIATION,2,0.6727223422271228,1
23985183.pdf,AVIATION,2,0.5332225049770835,0
24154692.pdf,AVIATION,3,0.648239336916878,1
24544244.pdf,AVIATION,3,0.5501219551432796,0
24589765.pdf,AVIATION,2,0.5193076111262774,0
24668861.pdf,AVIATION,4,0.49590435034737584,0
24773845.pdf,AVIATION,2,0.5524626799179848,0
25625173.pdf,AVIATION,2,0.5696006358318415,0
25718772.pdf,AVIATION,5,0.6481681501188823,1
25719936.pdf,AVIATION,4,0.5442463675082736,0
26279402.pdf,AVIATION,6,0.5209633917466155,0
26819872.pdf,AVIATION,1,0.6624731984415316,1
26888302.pdf,AVIATION,4,0.5403462514643463,0
27502951.pdf,AVIATION,2,0.4660715771435854,0
27512470.pdf,AVIATION,3,0.6820417406163998,1
27902692.pdf,AVIATION,5,0.42601977674797425,0
28020046.pdf,AVIATION,3,0.6672672944149027,1
28186635.pdf,AVIATION,3,0.555748912149238,0
28383893.pdf,AVIATION,2,0.5818216710719196,0
29161565.pdf,AVIATION,6,0.5100875535025363,0
29167286.pdf,AVIATION,6,0.5583815567084547,0
29221006.pdf,AVIATION,2,0.6187310532898483,1
29534737.pdf,AVIATION,6,0.6030474043543704,1
29595906.pdf,AVIATION,3,0.2696875528015668,0
30148777.pdf,AVIATION,3,0.542852481389336,0
31536294.pdf,AVIATION,6,0.5364455333698234,0
31605080.pdf,AVIATION,3,0.4448615302520712,0
32720816.pdf,AVIATION,3,0.5923301533817501,0
33627938.pdf,AVIATION,5,0.5273415585876561,0
34419403.pdf,AVIATION,5,0.5785297994056926,0
36252245.pdf,AVIATION,1,0.6835566453252622,1
36727173.pdf,AVIATION,1,0.6829762354899794,1
37473139.pdf,AVIATION,3,0.7123754633667012,1
38047274.pdf,AVIATION,6,0.6230707189889981,1
38154903.pdf,AVIATION,6,0.562890293046352,0
38355831.pdf,AVIATION,2,0.2715387733423971,0
38663892.pdf,AVIATION,2,0.5803098634363546,0
38989376.pdf,AVIATION,2,0.5933653879494031,0
42427521.pdf,AVIATION,6,0.6856124192582966,1
42546558.pdf,AVIATION,3,0.5583658795599654,0
42641525.pdf,AVIATION,2,0.5051168328376272,0
43408471.pdf,AVIATION,5,0.5609305575291889,0
43720116.pdf,AVIATION,4,0.4385611954511987,0
49646155.pdf,AVIATION,2,0.6151743410051294,1
50775901.pdf,AVIATION,2,0.5863404041386618,0
54232810.pdf,AVIATION,3,0.5060934740747619,0
58048626.pdf,AVIATION,2,0.6245223140986953,1
61315605.pdf,AVIATION,5,0.6751809450126145,1
65219288.pdf,AVIATION,2,0.5950591851979905,0
67631413.pdf,AVIATION,3,0.49632800060901805,0
68216398.pdf,AVIATION,6,0.6108063615681513,1
69458502.pdf,AVIATION,4,0.5384605234864422,0
70198580.pdf,AVIATION,3,0.5899015732934163,0
77626587.pdf,AVIATION,3,0.4839469354723489,0
81588968.pdf,AVIATION,1,0.6376717112211493,1
82738323.pdf,AVIATION,6,0.5117622766113864,0
87826037.pdf,AVIATION,4,0.4682260342490527,0
90318913.pdf,AVIATION,4,0.3893525830886484,0
91431878.pdf,AVIATION,6,0.569646270745681,0
92283635.pdf,AVIATION,6,0.5804760834286804,0
94137171.pdf,AVIATION,3,0.5561398920477568,0
96457008.pdf,AVIATION,4,0.3247112405757673,0
98389424.pdf,AVIATION,1,0.6017225023963763,1
99416532.pdf,AVIATION,2,0.6887040326423072,1
10329506.pdf,BANKING,1,0.5891381876530064,0
10909673.pdf,BANKING,4,0.5259324629492205,0
11065180.pdf,BANKING,4,0.606177757063485,1
11262933.pdf,BANKING,1,0.6515461881756718,1
11266906.pdf,BANKING,4,0.5819861162233361,0
11637468.pdf,BANKING,4,0.4729972251651197,0
11672279.pdf,BANKING,2,0.5266556573101724,0
11773925.pdf,BANKING,6,0.4825048048297828,0
11842348.pdf,BANKING,4,0.5237717791705548,0
12021752.pdf,BANKING,6,0.5470271792704332,0
13173522.pdf,BANKING,6,0.560736406294698,0
13393401.pdf,BANKING,4,0.5649112954187715,0
13982572.pdf,BANKING,1,0.6292483245726745,1
14391434.pdf,BANKING,3,0.626457911002062,1
14626780.pdf,BANKING,3,0.5746651679257906,0
15553584.pdf,BANKING,6,0.4376946475618804,0
15856762.pdf,BANKING,4,0.6029941565105913,1
16300459.pdf,BANKING,3,0.5942272824570877,0
16407619.pdf,BANKING,1,0.6370411956153047,1
17131084.pdf,BANKING,4,0.5990081767050104,0
17189156.pdf,BANKING,1,0.7405294598424528,1
17213671.pdf,BANKING,1,0.6695812725530109,1
17276884.pdf,BANKING,2,0.6186978421097508,1
17396388.pdf,BANKING,4,0.7068089980380411,1
17818707.pdf,BANKING,6,0.6524559588689846,1
17823436.pdf,BANKING,5,0.4441178705498197,0
18172739.pdf,BANKING,4,0.5072971100491667,0
18208580.pdf,BANKING,4,0.6931669295300795,1
18278509.pdf,BANKING,6,0.40440974089125387,0
18369400.pdf,BANKING,4,0.5422611222808278,0
18457785.pdf,BANKING,5,0.600122727761019,1
18645964.pdf,BANKING,1,0.6565995543859671,1
18805506.pdf,BANKING,6,0.5611125066243722,0
18824120.pdf,BANKING,6,0.5258789665337216,0
19149865.pdf,BANKING,1,0.6652414721934312,1
19176318.pdf,BANKING,4,0.6836166901567695,1
19374660.pdf,BANKING,4,0.6123643921225838,1
19437318.pdf,BANKING,1,0.5364820845063766,0
19911786.pdf,BANKING,5,0.4626560962929106,0
19920687.pdf,BANKING,4,0.5838756736733146,0
20850529.pdf,BANKING,4,0.5158261300487741,0
20992320.pdf,BANKING,6,0.5081282484214106,0
21297521.pdf,BANKING,5,0.5767517784692777,0
21645690.pdf,BANKING,1,0.7056860734592194,1
21756639.pdf,BANKING,6,0.5785541031888928,0
21796843.pdf,BANKING,4,0.6851548237697785,1
21856577.pdf,BANKING,1,0.7291356213859874,1
22615491.pdf,BANKING,1,0.3201432284034197,0
23323001.pdf,BANKING,3,0.37166823679639915,0
24580361.pdf,BANKING,4,0.41230276377047653,0
25080805.pdf,BANKING,3,0.42973097964025725,0
25162378.pdf,BANKING,6,0.5764607585938879,0
25200253.pdf,BANKING,5,0.5083030748655545,0
25624652.pdf,BANKING,3,0.5901797705205182,0
25780596.pdf,BANKING,1,0.7360398224619816,1
26579709.pdf,BANKING,2,0.6808348531998774,1
26673507.pdf,BANKING,4,0.583567091412116,0
26987539.pdf,BANKING,6,0.5466352203907809,0
27120528.pdf,BANKING,2,0.6295721410446892,1
27606527.pdf,BANKING,5,0.5672738280152289,0
27884470.pdf,BANKING,4,0.7173722493074756,1
28051330.pdf,BANKING,1,0.5543768243475882,0
28419927.pdf,BANKING,4,0.4975720788567925,0
28895997.pdf,BANKING,1,0.6227286809774575,1
28989677.pdf,BANKING,1,0.5528531316338482,0
29093426.pdf,BANKING,2,0.5642980687366078,0
29406313.pdf,BANKING,2,0.6002506455018561,1
29552167.pdf,BANKING,4,0.5974069494478746,0
29839396.pdf,BANKING,6,0.37001365362645594,0
30127072.pdf,BANKING,4,0.6785974702741482,1
30713796.pdf,BANKING,1,0.6711412986425943,1
31025785.pdf,BANKING,6,0.4618386309610864,0
31710562.pdf,BANKING,4,0.3810943520296259,0
32980197.pdf,BANKING,1,0.7144890169034206,1
33135102.pdf,BANKING,3,0.6455081236638622,1
33286293.pdf,BANKING,6,0.4846501555679368,0
33370664.pdf,BANKING,1,0.6650524230665967,1
33872500.pdf,BANKING,4,0.7281609058965499,1
34185495.pdf,BANKING,6,0.5109220750519975,0
34758680.pdf,BANKING,6,0.5811110234477191,0
34783330.pdf,BANKING,1,0.8319194547664217,1
34953092.pdf,BANKING,4,0.5833791561529345,0
3547447.pdf,BANKING,2,0.6397196449536248,1
35483925.pdf,BANKING,6,0.5862518350695545,0
35492909.pdf,BANKING,2,0.49018510653017877,0
35564026.pdf,BANKING,1,0.6831105200531216,1
36302399.pdf,BANKING,4,0.5871129946230172,0
36905896.pdf,BANKING,1,0.629619735791505,1
38897568.pdf,BANKING,5,0.5976900262433907,0
39142536.pdf,BANKING,6,0.6203113736392122,1
39247950.pdf,BANKING,5,0.4835972919150714,0
39569771.pdf,BANKING,6,0.6738955280580605,1
41651672.pdf,BANKING,6,0.5914923265389886,0
43375498.pdf,BANKING,6,0.5013700267524447,0
45167858.pdf,BANKING,1,0.5100673575344916,0
54421668.pdf,BANKING,1,0.7268770963723413,1
60182829.pdf,BANKING,4,0.6088912794131904,1
60489316.pdf,BANKING,6,0.6527438170432569,1
64589506.pdf,BANKING,4,0.5955473952086994,0
65864767.pdf,BANKING,2,0.4643598719082957,0
68781345.pdf,BANKING,6,0.662617213249979,1
69243180.pdf,BANKING,2,0.5134793795598299,0
70667011.pdf,BANKING,2,0.6885604297971349,1
71422121.pdf,BANKING,5,0.5993762369296517,0
72876163.pdf,BANKING,5,0.554794419248323,0
73157997.pdf,BANKING,1,0.6711982089198112,1
74552449.pdf,BANKING,1,0.6119306369674911,1
77156708.pdf,BANKING,6,0.701375191404403,1
79041971.pdf,BANKING,4,0.36289919501954376,0
87867370.pdf,BANKING,4,0.5476727108348667,0
89049979.pdf,BANKING,4,0.6372672517299246,1
96493528.pdf,BANKING,4,0.6973502612856299,1
98348532.pdf,BANKING,5,0.7350784221926814,1
98965485.pdf,BANKING,4,0.5689180068605795,0
99124477.pdf,BANKING,5,0.5501998024706787,0
11183737.pdf,BPO,3,0.6758816771590569,1
13964744.pdf,BPO,6,0.6295767987653851,1
15145575.pdf,BPO,2,0.5900288314653322,0
15573418.pdf,BPO,4,0.6192329659577255,1
16492045.pdf,BPO,3,0.563458247727299,0
18589927.pdf,BPO,3,0.5409188324654295,0
19362586.pdf,BPO,1,0.4970547060337799,0
23933031.pdf,BPO,4,0.4867411911042498,0
24727739.pdf,BPO,3,0.7126950272079483,1
26829350.pdf,BPO,2,0.5008531891180494,0
27710853.pdf,BPO,3,0.5576513941796186,0
30709029.pdf,BPO,4,0.5190235111503149,0
31064969.pdf,BPO,1,0.619448776102564,1
38707449.pdf,BPO,5,0.8125640371118048,1
41152404.pdf,BPO,6,0.6988604391729979,1
45077654.pdf,BPO,3,0.4985502291498807,0
57706851.pdf,BPO,2,0.5872910416986246,0
63158213.pdf,BPO,2,0.7005621244446958,1
69097572.pdf,BPO,3,0.6324664585825628,1
79261033.pdf,BPO,4,0.4915587376209308,0
89512321.pdf,BPO,6,0.4708541618513966,0
95625660.pdf,BPO,2,0.35008587693809773,0
10228751.pdf,BUSINESS-DEVELOPMENT,5,0.5478668529518056,0
10235211.pdf,BUSINESS-DEVELOPMENT,5,0.6289002367280275,1
10289113.pdf,BUSINESS-DEVELOPMENT,2,0.5321332171719783,0
10501991.pdf,BUSINESS-DEVELOPMENT,2,0.625333070330114,1
10541358.pdf,BUSINESS-DEVELOPMENT,4,0.809301235374468,1
10704573.pdf,BUSINESS-DEVELOPMENT,2,0.5921963594527839,0
11088337.pdf,BUSINESS-DEVELOPMENT,4,0.5827799931673391,0
11289482.pdf,BUSINESS-DEVELOPMENT,4,0.6724963672038212,1
11551946.pdf,BUSINESS-DEVELOPMENT,2,0.5956023400022473,0
12059198.pdf,BUSINESS-DEVELOPMENT,6,0.5746799005639276,0
12230301.pdf,BUSINESS-DEVELOPMENT,3,0.6595354766117916,1
12377803.pdf,BUSINESS-DEVELOPMENT,4,0.5386045469084104,0
12546838.pdf,BUSINESS-DEVELOPMENT,3,0.6352659881877332,1
12632728.pdf,BUSINESS-DEVELOPMENT,4,0.0,0
12814706.pdf,BUSINESS-DEVELOPMENT,2,0.5708333136634257,0
13080868.pdf,BUSINESS-DEVELOPMENT,1,0.6139149838854276,1
13199813.pdf,BUSINESS-DEVELOPMENT,2,0.6375548036930462,1
13574264.pdf,BUSINESS-DEVELOPMENT,2,0.5987237084203542,0
13888506.pdf,BUSINESS-DEVELOPMENT,2,0.6320730822092645,1
14055971.pdf,BUSINESS-DEVELOPMENT,1,0.6899776058348643,1
14070138.pdf,BUSINESS-DEVELOPMENT,5,0.6859210020968451,1
14241621.pdf,BUSINESS-DEVELOPMENT,1,0.5925824935969208,0
14287992.pdf,BUSINESS-DEVELOPMENT,4,0.7281129169040864,1
14726000.pdf,BUSINESS-DEVELOPMENT,5,0.5660304216635798,0
14752209.pdf,BUSINESS-DEVELOPMENT,2,0.6079421056822353,1
14825300.pdf,BUSINESS-DEVELOPMENT,2,0.6568963973123936,1
14861855.pdf,BUSINESS-DEVELOPMENT,4,0.6614567181270261,1
14871762.pdf,BUSINESS-DEVELOPMENT,5,0.5227863385890275,0
14990354.pdf,BUSINESS-DEVELOPMENT,2,0.5487092254448956,0
15233524.pdf,BUSINESS-DEVELOPMENT,3,0.6042972800902064,1
15423153.pdf,BUSINESS-DEVELOPMENT,3,0.7029016826735269,1
15811992.pdf,BUSINESS-DEVELOPMENT,2,0.5976365731387665,0
16091352.pdf,BUSINESS-DEVELOPMENT,2,0.6546782511830701,1
16519708.pdf,BUSINESS-DEVELOPMENT,2,0.6361577570949711,1
16694152.pdf,BUSINESS-DEVELOPMENT,2,0.7122427899992544,1
16846478.pdf,BUSINESS-DEVELOPMENT,5,0.6614474168500821,1
17095812.pdf,BUSINESS-DEVELOPMENT,1,0.5714059487785039,0
17115815.pdf,BUSINESS-DEVELOPMENT,5,0.6430392376146504,1
17421910.pdf,BUSINESS-DEVELOPMENT,1,0.5852221382270464,0
17597372.pdf,BUSINESS-DEVELOPMENT,4,0.46892607828506827,0
17602815.pdf,BUSINESS-DEVELOPMENT,4,0.5858578227481519,0
17730889.pdf,BUSINESS-DEVELOPMENT,4,0.7063156939196165,1
18236085.pdf,BUSINESS-DEVELOPMENT,6,0.696397523455453,1
18293620.pdf,BUSINESS-DEVELOPMENT,5,0.5623874963816429,0
18311419.pdf,BUSINESS-DEVELOPMENT,5,0.660294199130096,1
18757174.pdf,BUSINESS-DEVELOPMENT,6,0.6545073728715753,1
18937778.pdf,BUSINESS-DEVELOPMENT,4,0.5377648726576213,0
19557384.pdf,BUSINESS-DEVELOPMENT,2,0.6726079009814532,1
19738730.pdf,BUSINESS-DEVELOPMENT,4,0.5167267813174597,0
20317319.pdf,BUSINESS-DEVELOPMENT,3,0.6102595408739955,1
20357858.pdf,BUSINESS-DEVELOPMENT,2,0.6014814394496297,1
20427934.pdf,BUSINESS-DEVELOPMENT,4,0.566944344178572,0
20553895.pdf,BUSINESS-DEVELOPMENT,1,0.5177719437530532,0
20633855.pdf,BUSINESS-DEVELOPMENT,5,0.5665221185978621,0
20748929.pdf,BUSINESS-DEVELOPMENT,1,0.6571797174334723,1
22025574.pdf,BUSINESS-DEVELOPMENT,6,0.5940542634274687,0
22423839.pdf,BUSINESS-DEVELOPMENT,4,0.5674952946978967,0
22765255.pdf,BUSINESS-DEVELOPMENT,2,0.6337285859357887,1
23396633.pdf,BUSINESS-DEVELOPMENT,2,0.5372627829084924,0
23568641.pdf,BUSINESS-DEVELOPMENT,2,0.6461696915029002,1
24412546.pdf,BUSINESS-DEVELOPMENT,3,0.3501598648498211,0
24647386.pdf,BUSINESS-DEVELOPMENT,2,0.6197144365979925,1
24964303.pdf,BUSINESS-DEVELOPMENT,2,0.6437009279263024,1
25370801.pdf,BUSINESS-DEVELOPMENT,5,0.47251477674208925,0
25397102.pdf,BUSINESS-DEVELOPMENT,1,0.5797443372199843,0
25813953.pdf,BUSINESS-DEVELOPMENT,1,0.5651941330167481,0
26278597.pdf,BUSINESS-DEVELOPMENT,2,0.6844325327734375,1
26581830.pdf,BUSINESS-DEVELOPMENT,1,0.585510034519295,0
26896699.pdf,BUSINESS-DEVELOPMENT,2,0.6440212750994228,1
27004930.pdf,BUSINESS-DEVELOPMENT,2,0.6428957024504983,1
27139412.pdf,BUSINESS-DEVELOPMENT,2,0.6881801768888659,1
27213082.pdf,BUSINESS-DEVELOPMENT,2,0.632839524101532,1
27219200.pdf,BUSINESS-DEVELOPMENT,2,0.6431780581348807,1
27375577.pdf,BUSINESS-DEVELOPMENT,6,0.5648240831805599,0
27796199.pdf,BUSINESS-DEVELOPMENT,6,0.5730500438847713,0
27850777.pdf,BUSINESS-DEVELOPMENT,2,0.7468366229197898,1
27937592.pdf,BUSINESS-DEVELOPMENT,2,0.603098656760582,1
28337049.pdf,BUSINESS-DEVELOPMENT,4,0.6635190477349787,1
28916894.pdf,BUSINESS-DEVELOPMENT,3,0.7072238993351685,1
29014805.pdf,BUSINESS-DEVELOPMENT,3,0.7101907004196137,1
29208172.pdf,BUSINESS-DEVELOPMENT,5,0.6326806484765519,1
29825044.pdf,BUSINESS-DEVELOPMENT,2,0.6682516765423498,1
29908929.pdf,BUSINESS-DEVELOPMENT,6,0.6454714803788049,1
30938994.pdf,BUSINESS-DEVELOPMENT,3,0.6653783118903834,1
31273310.pdf,BUSINESS-DEVELOPMENT,2,0.7011620816796762,1
31638814.pdf,BUSINESS-DEVELOPMENT,4,0.4755236719705861,0
31813535.pdf,BUSINESS-DEVELOPMENT,2,0.6133319669965422,1
32042584.pdf,BUSINESS-DEVELOPMENT,3,0.404750563572068,0
32385553.pdf,BUSINESS-DEVELOPMENT,4,0.6909674933872542,1
32531824.pdf,BUSINESS-DEVELOPMENT,1,0.5999898870458524,0
33424600.pdf,BUSINESS-DEVELOPMENT,1,0.5688790796349436,0
34046031.pdf,BUSINESS-DEVELOPMENT,5,0.6228530656483886,1
34797369.pdf,BUSINESS-DEVELOPMENT,1,0.6599538030017615,1
35673335.pdf,BUSINESS-DEVELOPMENT,2,0.5598407068631877,0
36170003.pdf,BUSINESS-DEVELOPMENT,5,0.7083480427681642,1
36574147.pdf,BUSINESS-DEVELOPMENT,4,0.46299790678927844,0
36805025.pdf,BUSINESS-DEVELOPMENT,2,0.7116104070913046,1
37391947.pdf,BUSINESS-DEVELOPMENT,1,0.48264448259349735,0
37521676.pdf,BUSINESS-DEVELOPMENT,2,0.6413381689232492,1
38007664.pdf,BUSINESS-DEVELOPMENT,2,0.6227889887669089,1
38688388.pdf,BUSINESS-DEVELOPMENT,2,0.7640496173998934,1
39237915.pdf,BUSINESS-DEVELOPMENT,4,0.6510802043915149,1
39875803.pdf,BUSINESS-DEVELOPMENT,2,0.6339257704577975,1
40792022.pdf,BUSINESS-DEVELOPMENT,4,0.5988773896485844,0
47067533.pdf,BUSINESS-DEVELOPMENT,5,0.6617818157030366,1
59696315.pdf,BUSINESS-DEVELOPMENT,5,0.7117628448086836,1
61677751.pdf,BUSINESS-DEVELOPMENT,2,0.6615666475784152,1
65708020.pdf,BUSINESS-DEVELOPMENT,2,0.7128301582283219,1
67501448.pdf,BUSINESS-DEVELOPMENT,3,0.6882118274238931,1
76916835.pdf,BUSINESS-DEVELOPMENT,2,0.6006343003405294,1
77576845.pdf,BUSINESS-DEVELOPMENT,4,0.5883695684918656,0
79759716.pdf,BUSINESS-DEVELOPMENT,3,0.6053033168201356,1
80275976.pdf,BUSINESS-DEVELOPMENT,2,0.4971584975944477,0
81310245.pdf,BUSINESS-DEVELOPMENT,3,0.7256214564044267,1
82118447.pdf,BUSINESS-DEVELOPMENT,2,0.726685269025873,1
89197180.pdf,BUSINESS-DEVELOPMENT,4,0.6687181035565223,1
90629382.pdf,BUSINESS-DEVELOPMENT,4,0.6405272745976884,1
91467795.pdf,BUSINESS-DEVELOPMENT,2,0.7185624896088048,1
95382114.pdf,BUSINESS-DEVELOPMENT,2,0.7479263704233623,1
98379112.pdf,BUSINESS-DEVELOPMENT,2,0.6498051420539418,1
10001727.pdf,CHEF,6,0.5903043157017402,0
10276858.pdf,CHEF,2,0.5648175882460644,0
10333299.pdf,CHEF,3,0.6736947986963102,1
10588874.pdf,CHEF,3,0.7390794457320258,1
10653119.pdf,CHEF,2,0.5282356910262368,0
10889157.pdf,CHEF,2,0.6261962093872052,1
11121498.pdf,CHEF,3,0.6736544835841612,1
11209758.pdf,CHEF,6,0.5642129581614603,0
11432686.pdf,CHEF,6,0.5093062408943871,0
11444536.pdf,CHEF,2,0.6333595904529423,1
12155206.pdf,CHEF,3,0.4084089271186335,0
12254068.pdf,CHEF,6,0.516127072848676,0
12420359.pdf,CHEF,3,0.6078968280514542,1
12717345.pdf,CHEF,3,0.6426276822323842,1
13095891.pdf,CHEF,3,0.6700615967155304,1
13212436.pdf,CHEF,4,0.7865262311175992,1
13264154.pdf,CHEF,5,0.7289472379245999,1
13411858.pdf,CHEF,6,0.5753582710592824,0
14569498.pdf,CHEF,3,0.6543331535875295,1
14663897.pdf,CHEF,5,0.8026314316778139,1
15180322.pdf,CHEF,2,0.5914318489509804,0
15261348.pdf,CHEF,5,0.724674016981836,1
15354126.pdf,CHEF,2,0.6683990387695279,1
16066857.pdf,CHEF,5,0.7249786601419895,1
16248476.pdf,CHEF,5,0.49097225070335365,0
16594812.pdf,CHEF,3,0.4952815350005234,0
16804396.pdf,CHEF,3,0.7235545362617836,1
16855929.pdf,CHEF,1,0.38210947057498257,0
16924102.pdf,CHEF,2,0.6118689671576905,1
18036030.pdf,CHEF,2,0.6272551811081107,1
18480859.pdf,CHEF,3,0.6051364898525788,1
18825446.pdf,CHEF,2,0.6481410071599099,1
19007667.pdf,CHEF,5,0.6082843212044586,1
19268120.pdf,CHEF,2,0.6864146452103008,1
19285236.pdf,CHEF,3,0.6846663908991854,1
19831366.pdf,CHEF,3,0.531704197139732,0
19951766.pdf,CHEF,3,0.6351382953540667,1
20033302.pdf,CHEF,6,0.5655052975407224,0
20321582.pdf,CHEF,5,0.7612837199789705,1
20691949.pdf,CHEF,1,0.5206782265122757,0
20817322.pdf,CHEF,2,0.5916965943321315,0
21101152.pdf,CHEF,3,0.6998083739083525,1
21334981.pdf,CHEF,5,0.6073091122355299,1
21511817.pdf,CHEF,3,0.4894333124990522,0
21611637.pdf,CHEF,4,0.730236681459145,1
21622444.pdf,CHEF,2,0.5803334175264699,0
21869994.pdf,CHEF,2,0.6108242863498408,1
21904897.pdf,CHEF,3,0.5842311563058128,0
22349169.pdf,CHEF,3,0.6161899065679235,1
22561438.pdf,CHEF,1,0.28356705750714906,0
23032276.pdf,CHEF,3,0.7168619648687602,1
